kind,item_id,ref_id,stratum,memory_type,query,target,answer,contexts,verifier_hint,verdict,used
claim,JCAL-035,c1,regular,semantic,何超现在能排 missionC-1 吗？,何超（P08）身份为学员，可飞机型 JL-8；,"何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞。
missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类。

根据以上信息，何超具备排 missionC-1 的资质。","[1] pg:persons:P08 :: 何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞
[2] pg:missions:missionC-1 :: missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类
[3] epi:epi_523fd72ff65838bf22ed4ef9 :: 第 18 周 missionC-1 因AC73 全天定检推迟到下周
[4] epi:epi_3870fa00ae9c9ffe5da0d6f1 :: 第 10 周 missionC-1 因AC73 全天定检推迟到下周
[5] epi:epi_353448d5a1aad5928ccdfc71 :: 第 2 周 missionC-1 因AC73 全天定检推迟到下周
[6] epi:epi_8eae0f0af01e9ca680638de0 :: 第 4 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周
[7] epi:epi_0c80532b6790d497eb3873af :: 第 12 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周",有出处,,
claim,JCAL-035,c2,regular,semantic,何超现在能排 missionC-1 吗？,资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞。,"何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞。
missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类。

根据以上信息，何超具备排 missionC-1 的资质。","[1] pg:persons:P08 :: 何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞
[2] pg:missions:missionC-1 :: missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类
[3] epi:epi_523fd72ff65838bf22ed4ef9 :: 第 18 周 missionC-1 因AC73 全天定检推迟到下周
[4] epi:epi_3870fa00ae9c9ffe5da0d6f1 :: 第 10 周 missionC-1 因AC73 全天定检推迟到下周
[5] epi:epi_353448d5a1aad5928ccdfc71 :: 第 2 周 missionC-1 因AC73 全天定检推迟到下周
[6] epi:epi_8eae0f0af01e9ca680638de0 :: 第 4 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周
[7] epi:epi_0c80532b6790d497eb3873af :: 第 12 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周",有出处,,
claim,JCAL-035,c3,regular,semantic,何超现在能排 missionC-1 吗？,missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类。,"何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞。
missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类。

根据以上信息，何超具备排 missionC-1 的资质。","[1] pg:persons:P08 :: 何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞
[2] pg:missions:missionC-1 :: missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类
[3] epi:epi_523fd72ff65838bf22ed4ef9 :: 第 18 周 missionC-1 因AC73 全天定检推迟到下周
[4] epi:epi_3870fa00ae9c9ffe5da0d6f1 :: 第 10 周 missionC-1 因AC73 全天定检推迟到下周
[5] epi:epi_353448d5a1aad5928ccdfc71 :: 第 2 周 missionC-1 因AC73 全天定检推迟到下周
[6] epi:epi_8eae0f0af01e9ca680638de0 :: 第 4 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周
[7] epi:epi_0c80532b6790d497eb3873af :: 第 12 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周",有出处,,
claim,JCAL-035,c4,regular,semantic,何超现在能排 missionC-1 吗？,根据以上信息，何超具备排 missionC-1 的资质。,"何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞。
missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类。

根据以上信息，何超具备排 missionC-1 的资质。","[1] pg:persons:P08 :: 何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞
[2] pg:missions:missionC-1 :: missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类
[3] epi:epi_523fd72ff65838bf22ed4ef9 :: 第 18 周 missionC-1 因AC73 全天定检推迟到下周
[4] epi:epi_3870fa00ae9c9ffe5da0d6f1 :: 第 10 周 missionC-1 因AC73 全天定检推迟到下周
[5] epi:epi_353448d5a1aad5928ccdfc71 :: 第 2 周 missionC-1 因AC73 全天定检推迟到下周
[6] epi:epi_8eae0f0af01e9ca680638de0 :: 第 4 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周
[7] epi:epi_0c80532b6790d497eb3873af :: 第 12 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周",有出处,,
context,JCAL-035,pg:persons:P08,regular,semantic,何超现在能排 missionC-1 吗？,何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞,"何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞。
missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类。

根据以上信息，何超具备排 missionC-1 的资质。","[1] pg:persons:P08 :: 何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞
[2] pg:missions:missionC-1 :: missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类
[3] epi:epi_523fd72ff65838bf22ed4ef9 :: 第 18 周 missionC-1 因AC73 全天定检推迟到下周
[4] epi:epi_3870fa00ae9c9ffe5da0d6f1 :: 第 10 周 missionC-1 因AC73 全天定检推迟到下周
[5] epi:epi_353448d5a1aad5928ccdfc71 :: 第 2 周 missionC-1 因AC73 全天定检推迟到下周
[6] epi:epi_8eae0f0af01e9ca680638de0 :: 第 4 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周
[7] epi:epi_0c80532b6790d497eb3873af :: 第 12 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周",,,
context,JCAL-035,pg:missions:missionC-1,regular,semantic,何超现在能排 missionC-1 吗？,missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类,"何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞。
missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类。

根据以上信息，何超具备排 missionC-1 的资质。","[1] pg:persons:P08 :: 何超（P08）身份为学员，可飞机型 JL-8；资质：A类/单飞、B类/带飞、C类/带飞、F类/带飞
[2] pg:missions:missionC-1 :: missionC-1（仪表飞行）属 C 类，时长 35 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 IFR，机型 JL-8、JL-9，先修 A类
[3] epi:epi_523fd72ff65838bf22ed4ef9 :: 第 18 周 missionC-1 因AC73 全天定检推迟到下周
[4] epi:epi_3870fa00ae9c9ffe5da0d6f1 :: 第 10 周 missionC-1 因AC73 全天定检推迟到下周
[5] epi:epi_353448d5a1aad5928ccdfc71 :: 第 2 周 missionC-1 因AC73 全天定检推迟到下周
[6] epi:epi_8eae0f0af01e9ca680638de0 :: 第 4 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周
[7] epi:epi_0c80532b6790d497eb3873af :: 第 12 周 missionC-2 因先修 missionC-1 当周未完成推迟到下周",,,
claim,JCAL-036,c1,regular,episodic,第 13 周是哪位领导批准的方案？,第 13 周的方案是由张主任批准的。,第 13 周的方案是由张主任批准的。,"[1] epi:epi_b4528d9fd75e25a79b72e248 :: 第 13 周方案由张主任批准，松弛档 Tier 1
[2] epi:epi_7b7efe86f9aaab1c60a5e9bd :: 第 3 周方案由王参谋批准，松弛档 Tier 0
[3] epi:epi_872de06c9ecf36ece027a2ff :: 第 8 周方案由李科长批准，松弛档 Tier 0
[4] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[5] epi:epi_cc40c70eca516abe5e10b336 :: 第 9 周方案由王参谋批准，松弛档 Tier 1",有出处,,
context,JCAL-036,epi:epi_b4528d9fd75e25a79b72e248,regular,episodic,第 13 周是哪位领导批准的方案？,第 13 周方案由张主任批准，松弛档 Tier 1,第 13 周的方案是由张主任批准的。,"[1] epi:epi_b4528d9fd75e25a79b72e248 :: 第 13 周方案由张主任批准，松弛档 Tier 1
[2] epi:epi_7b7efe86f9aaab1c60a5e9bd :: 第 3 周方案由王参谋批准，松弛档 Tier 0
[3] epi:epi_872de06c9ecf36ece027a2ff :: 第 8 周方案由李科长批准，松弛档 Tier 0
[4] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[5] epi:epi_cc40c70eca516abe5e10b336 :: 第 9 周方案由王参谋批准，松弛档 Tier 1",,,
claim,JCAL-037,c1,regular,episodic,第 3 周一共排了多少架次？,第 3 周一共排了 15 架次（包括 10 次带飞和 5 次单飞），有 6 条阻塞项。,第 3 周一共排了 15 架次（包括 10 次带飞和 5 次单飞），有 6 条阻塞项。,"[1] epi:epi_f59756792f31dd505f31cc30 :: 第 3 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 6 条
[2] epi:epi_e05daaff6401025fdb28c7f5 :: 第 1 周排班会话：共 13 架次（8 带飞 / 5 单飞），阻塞项 7 条
[3] epi:epi_f5fbabcc4f31231e97eb10f6 :: 第 13 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 3 条
[4] epi:epi_55ee7e3b01359bfd142f95fe :: 第 7 周用户驳回第 1 版：周三排了 5 个架次，太密
[5] epi:epi_63761b66f1bfd88a13e930bd :: 第 17 周用户驳回第 1 版：周三排了 5 个架次，太密",有出处,,
context,JCAL-037,epi:epi_f59756792f31dd505f31cc30,regular,episodic,第 3 周一共排了多少架次？,第 3 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 6 条,第 3 周一共排了 15 架次（包括 10 次带飞和 5 次单飞），有 6 条阻塞项。,"[1] epi:epi_f59756792f31dd505f31cc30 :: 第 3 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 6 条
[2] epi:epi_e05daaff6401025fdb28c7f5 :: 第 1 周排班会话：共 13 架次（8 带飞 / 5 单飞），阻塞项 7 条
[3] epi:epi_f5fbabcc4f31231e97eb10f6 :: 第 13 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 3 条
[4] epi:epi_55ee7e3b01359bfd142f95fe :: 第 7 周用户驳回第 1 版：周三排了 5 个架次，太密
[5] epi:epi_63761b66f1bfd88a13e930bd :: 第 17 周用户驳回第 1 版：周三排了 5 个架次，太密",,,
claim,JCAL-038,c1,regular,episodic,第 2 周选的松弛档欠了多少项账？,第 2 周选的松弛档是 Tier 0，欠账为 0 项。,第 2 周选的松弛档是 Tier 0，欠账为 0 项。,"[1] epi:epi_6d286e82e3e293ec1c71d869 :: 第 2 周选用 Tier 0 松弛，欠账 0 项
[2] epi:epi_935c2c2c1acc8eb349043004 :: 第 19 周选用 Tier 1 松弛，欠账 2 项
[3] epi:epi_ca29e58602ce08bb0e48c5c6 :: 第 14 周选用 Tier 1 松弛，欠账 3 项
[4] epi:epi_2f0c9addd6751e1ba3cf40e7 :: 第 1 周选用 Tier 0 松弛，欠账 0 项
[5] epi:epi_a76c3b081be4882e88071b68 :: 第 16 周选用 Tier 1 松弛，欠账 2 项",有出处,,
context,JCAL-038,epi:epi_6d286e82e3e293ec1c71d869,regular,episodic,第 2 周选的松弛档欠了多少项账？,第 2 周选用 Tier 0 松弛，欠账 0 项,第 2 周选的松弛档是 Tier 0，欠账为 0 项。,"[1] epi:epi_6d286e82e3e293ec1c71d869 :: 第 2 周选用 Tier 0 松弛，欠账 0 项
[2] epi:epi_935c2c2c1acc8eb349043004 :: 第 19 周选用 Tier 1 松弛，欠账 2 项
[3] epi:epi_ca29e58602ce08bb0e48c5c6 :: 第 14 周选用 Tier 1 松弛，欠账 3 项
[4] epi:epi_2f0c9addd6751e1ba3cf40e7 :: 第 1 周选用 Tier 0 松弛，欠账 0 项
[5] epi:epi_a76c3b081be4882e88071b68 :: 第 16 周选用 Tier 1 松弛，欠账 2 项",,,
claim,JCAL-039,c1,regular,episodic,第 15 周用户驳回第一版的理由是什么？,第 15 周用户驳回第一版的理由是两个架次的周转时间只留了 30 分钟。,第 15 周用户驳回第一版的理由是两个架次的周转时间只留了 30 分钟。其他周次的驳回理由主要是因为刘斌的复训与学员架次抢同一个空域。,"[1] epi:epi_6a8130800495feccbf0cabed :: 第 15 周用户驳回第 1 版：两个架次的周转时间只留了 30 分钟
[2] epi:epi_3bb894ebd0969de1229ea9ee :: 第 14 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[3] epi:epi_fd0eaef23aef7fa965dd119a :: 第 19 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[4] epi:epi_0685d44c1f236cec9df3b272 :: 第 4 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[5] epi:epi_674b56a2d71089b244d34f25 :: 第 9 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域",有出处,,
claim,JCAL-039,c2,regular,episodic,第 15 周用户驳回第一版的理由是什么？,其他周次的驳回理由主要是因为刘斌的复训与学员架次抢同一个空域。,第 15 周用户驳回第一版的理由是两个架次的周转时间只留了 30 分钟。其他周次的驳回理由主要是因为刘斌的复训与学员架次抢同一个空域。,"[1] epi:epi_6a8130800495feccbf0cabed :: 第 15 周用户驳回第 1 版：两个架次的周转时间只留了 30 分钟
[2] epi:epi_3bb894ebd0969de1229ea9ee :: 第 14 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[3] epi:epi_fd0eaef23aef7fa965dd119a :: 第 19 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[4] epi:epi_0685d44c1f236cec9df3b272 :: 第 4 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[5] epi:epi_674b56a2d71089b244d34f25 :: 第 9 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域",有出处,,
context,JCAL-039,epi:epi_6a8130800495feccbf0cabed,regular,episodic,第 15 周用户驳回第一版的理由是什么？,第 15 周用户驳回第 1 版：两个架次的周转时间只留了 30 分钟,第 15 周用户驳回第一版的理由是两个架次的周转时间只留了 30 分钟。其他周次的驳回理由主要是因为刘斌的复训与学员架次抢同一个空域。,"[1] epi:epi_6a8130800495feccbf0cabed :: 第 15 周用户驳回第 1 版：两个架次的周转时间只留了 30 分钟
[2] epi:epi_3bb894ebd0969de1229ea9ee :: 第 14 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[3] epi:epi_fd0eaef23aef7fa965dd119a :: 第 19 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[4] epi:epi_0685d44c1f236cec9df3b272 :: 第 4 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[5] epi:epi_674b56a2d71089b244d34f25 :: 第 9 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域",,,
claim,JCAL-040,c1,regular,episodic,第 2 周是哪位领导批准的方案？,第 2 周的方案是由李科长批准的。,第 2 周的方案是由李科长批准的。,"[1] epi:epi_ed6dd3f206ae328a7ccea12d :: 第 2 周方案由李科长批准，松弛档 Tier 0
[2] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[3] epi:epi_fe1dd1edbab77079a30968fc :: 第 12 周方案由王参谋批准，松弛档 Tier 1
[4] epi:epi_6ec72b2573b2edda1668b3df :: 第 14 周方案由李科长批准，松弛档 Tier 1
[5] epi:epi_3dc53646d5f9a4519b6e4852 :: 第 19 周方案由张主任批准，松弛档 Tier 1",有出处,,
context,JCAL-040,epi:epi_ed6dd3f206ae328a7ccea12d,regular,episodic,第 2 周是哪位领导批准的方案？,第 2 周方案由李科长批准，松弛档 Tier 0,第 2 周的方案是由李科长批准的。,"[1] epi:epi_ed6dd3f206ae328a7ccea12d :: 第 2 周方案由李科长批准，松弛档 Tier 0
[2] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[3] epi:epi_fe1dd1edbab77079a30968fc :: 第 12 周方案由王参谋批准，松弛档 Tier 1
[4] epi:epi_6ec72b2573b2edda1668b3df :: 第 14 周方案由李科长批准，松弛档 Tier 1
[5] epi:epi_3dc53646d5f9a4519b6e4852 :: 第 19 周方案由张主任批准，松弛档 Tier 1",,,
claim,JCAL-041,c1,regular,episodic,第 14 周用户驳回第一版的理由是什么？,第 14 周用户驳回第一版的理由是，刘斌的复训与学员架次抢同一个空域。,第 14 周用户驳回第一版的理由是，刘斌的复训与学员架次抢同一个空域。,"[1] epi:epi_3bb894ebd0969de1229ea9ee :: 第 14 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[2] epi:epi_0685d44c1f236cec9df3b272 :: 第 4 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[3] epi:epi_fd0eaef23aef7fa965dd119a :: 第 19 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[4] epi:epi_674b56a2d71089b244d34f25 :: 第 9 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[5] epi:epi_6a8130800495feccbf0cabed :: 第 15 周用户驳回第 1 版：两个架次的周转时间只留了 30 分钟",有出处,,
context,JCAL-041,epi:epi_3bb894ebd0969de1229ea9ee,regular,episodic,第 14 周用户驳回第一版的理由是什么？,第 14 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域,第 14 周用户驳回第一版的理由是，刘斌的复训与学员架次抢同一个空域。,"[1] epi:epi_3bb894ebd0969de1229ea9ee :: 第 14 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[2] epi:epi_0685d44c1f236cec9df3b272 :: 第 4 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[3] epi:epi_fd0eaef23aef7fa965dd119a :: 第 19 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[4] epi:epi_674b56a2d71089b244d34f25 :: 第 9 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域
[5] epi:epi_6a8130800495feccbf0cabed :: 第 15 周用户驳回第 1 版：两个架次的周转时间只留了 30 分钟",,,
claim,JCAL-042,c1,regular,episodic,第 14 周一共排了多少架次？,第 14 周一共排了 16 架次，其中包括 11 次带飞和 5 次单飞。,第 14 周一共排了 16 架次，其中包括 11 次带飞和 5 次单飞。,"[1] epi:epi_c5bb895ec7deff1d6859efce :: 第 14 周排班会话：共 16 架次（11 带飞 / 5 单飞），阻塞项 3 条
[2] epi:epi_a64a1b9a97bbb606bfd7a578 :: 第 7 周排班会话：共 14 架次（9 带飞 / 5 单飞），阻塞项 5 条
[3] epi:epi_5ab55032dbcab4e8787e1d50 :: 第 12 周排班会话：共 14 架次（9 带飞 / 5 单飞），阻塞项 3 条
[4] epi:epi_a34b5919f46ea9e400cacdd0 :: 第 17 周排班会话：共 14 架次（9 带飞 / 5 单飞），阻塞项 2 条
[5] epi:epi_6d1369d75f9799063d80a6c2 :: 第 2 周排班会话：共 14 架次（9 带飞 / 5 单飞），阻塞项 7 条",有出处,,
context,JCAL-042,epi:epi_c5bb895ec7deff1d6859efce,regular,episodic,第 14 周一共排了多少架次？,第 14 周排班会话：共 16 架次（11 带飞 / 5 单飞），阻塞项 3 条,第 14 周一共排了 16 架次，其中包括 11 次带飞和 5 次单飞。,"[1] epi:epi_c5bb895ec7deff1d6859efce :: 第 14 周排班会话：共 16 架次（11 带飞 / 5 单飞），阻塞项 3 条
[2] epi:epi_a64a1b9a97bbb606bfd7a578 :: 第 7 周排班会话：共 14 架次（9 带飞 / 5 单飞），阻塞项 5 条
[3] epi:epi_5ab55032dbcab4e8787e1d50 :: 第 12 周排班会话：共 14 架次（9 带飞 / 5 单飞），阻塞项 3 条
[4] epi:epi_a34b5919f46ea9e400cacdd0 :: 第 17 周排班会话：共 14 架次（9 带飞 / 5 单飞），阻塞项 2 条
[5] epi:epi_6d1369d75f9799063d80a6c2 :: 第 2 周排班会话：共 14 架次（9 带飞 / 5 单飞），阻塞项 7 条",,,
claim,JCAL-043,c1,regular,episodic,第 10 周一共排了多少架次？,第 10 周一共排了 12 架次，其中包括 7 次带飞和 5 次单飞。,第 10 周一共排了 12 架次，其中包括 7 次带飞和 5 次单飞。,"[1] epi:epi_7a7947c1e1fc9f77fdac5f72 :: 第 10 周排班会话：共 12 架次（7 带飞 / 5 单飞），阻塞项 4 条
[2] epi:epi_28a21f7385386abc5191c910 :: 第 8 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 5 条
[3] epi:epi_e05daaff6401025fdb28c7f5 :: 第 1 周排班会话：共 13 架次（8 带飞 / 5 单飞），阻塞项 7 条
[4] epi:epi_3f84ecef6c71ed587d9d26a8 :: 第 11 周排班会话：共 13 架次（8 带飞 / 5 单飞），阻塞项 4 条
[5] epi:epi_f3f7062e60cb7bc4cec7c5d1 :: 第 9 周排班会话：共 16 架次（11 带飞 / 5 单飞），阻塞项 4 条",有出处,,
context,JCAL-043,epi:epi_7a7947c1e1fc9f77fdac5f72,regular,episodic,第 10 周一共排了多少架次？,第 10 周排班会话：共 12 架次（7 带飞 / 5 单飞），阻塞项 4 条,第 10 周一共排了 12 架次，其中包括 7 次带飞和 5 次单飞。,"[1] epi:epi_7a7947c1e1fc9f77fdac5f72 :: 第 10 周排班会话：共 12 架次（7 带飞 / 5 单飞），阻塞项 4 条
[2] epi:epi_28a21f7385386abc5191c910 :: 第 8 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 5 条
[3] epi:epi_e05daaff6401025fdb28c7f5 :: 第 1 周排班会话：共 13 架次（8 带飞 / 5 单飞），阻塞项 7 条
[4] epi:epi_3f84ecef6c71ed587d9d26a8 :: 第 11 周排班会话：共 13 架次（8 带飞 / 5 单飞），阻塞项 4 条
[5] epi:epi_f3f7062e60cb7bc4cec7c5d1 :: 第 9 周排班会话：共 16 架次（11 带飞 / 5 单飞），阻塞项 4 条",,,
claim,JCAL-044,c1,regular,episodic,第 4 周是哪位领导批准的方案？,第 4 周的方案是由张主任批准的。,第 4 周的方案是由张主任批准的。,"[1] epi:epi_ea514feb26d652432f3129cc :: 第 4 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_6ec72b2573b2edda1668b3df :: 第 14 周方案由李科长批准，松弛档 Tier 1
[3] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[4] epi:epi_7b7efe86f9aaab1c60a5e9bd :: 第 3 周方案由王参谋批准，松弛档 Tier 0
[5] epi:epi_ed6dd3f206ae328a7ccea12d :: 第 2 周方案由李科长批准，松弛档 Tier 0",有出处,,
context,JCAL-044,epi:epi_ea514feb26d652432f3129cc,regular,episodic,第 4 周是哪位领导批准的方案？,第 4 周方案由张主任批准，松弛档 Tier 0,第 4 周的方案是由张主任批准的。,"[1] epi:epi_ea514feb26d652432f3129cc :: 第 4 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_6ec72b2573b2edda1668b3df :: 第 14 周方案由李科长批准，松弛档 Tier 1
[3] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[4] epi:epi_7b7efe86f9aaab1c60a5e9bd :: 第 3 周方案由王参谋批准，松弛档 Tier 0
[5] epi:epi_ed6dd3f206ae328a7ccea12d :: 第 2 周方案由李科长批准，松弛档 Tier 0",,,
claim,JCAL-045,c1,regular,procedural,第 2 周的时候我有什么偏好记录？,根据已有的记录，第 1 周的方案由张主任批准，并且采用了 Tier 0 松弛档，欠账项为 0。,"根据已有的记录，第 1 周的方案由张主任批准，并且采用了 Tier 0 松弛档，欠账项为 0。这意味着在第 1 周时，安排是严格按照松弛档 Tier 0 进行的，没有遗留问题。

关于资源有效性与容量方面，同一空域同时存在的飞机架数不可超过该空域的 同时段容量。具体来说：
- 空域 RT2 的同时段容量为 1 架次
- 空域 SAB 的同时段容量为 2 架次

这些信息可以作为第 2 周安排时参考的基础，确保资源的有效利用和容量的合规性。","[1] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_2f0c9addd6751e1ba3cf40e7 :: 第 1 周选用 Tier 0 松弛，欠账 0 项
[3] rule:1.3.0:06 :: 约束6·资源有效性与容量（R0，预筛 + Cumulative）：机号须在册且机型适配该课目；**同一空域同时存在的飞机架数不可超过该空域的 同时段容量**。
[4] ent:airspace:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次",有出处,,
claim,JCAL-045,c2,regular,procedural,第 2 周的时候我有什么偏好记录？,这意味着在第 1 周时，安排是严格按照松弛档 Tier 0 进行的，没有遗留问题。,"根据已有的记录，第 1 周的方案由张主任批准，并且采用了 Tier 0 松弛档，欠账项为 0。这意味着在第 1 周时，安排是严格按照松弛档 Tier 0 进行的，没有遗留问题。

关于资源有效性与容量方面，同一空域同时存在的飞机架数不可超过该空域的 同时段容量。具体来说：
- 空域 RT2 的同时段容量为 1 架次
- 空域 SAB 的同时段容量为 2 架次

这些信息可以作为第 2 周安排时参考的基础，确保资源的有效利用和容量的合规性。","[1] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_2f0c9addd6751e1ba3cf40e7 :: 第 1 周选用 Tier 0 松弛，欠账 0 项
[3] rule:1.3.0:06 :: 约束6·资源有效性与容量（R0，预筛 + Cumulative）：机号须在册且机型适配该课目；**同一空域同时存在的飞机架数不可超过该空域的 同时段容量**。
[4] ent:airspace:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次",有出处,,
